timestamp,device_id,flow_rate,press_out,press_in,temp_de,temp_nde,vib_rms_de,vib_rms_nde,motor_current,operating_state,alarm_code
2026-09-13T08:01:50Z,PUMP-IS100-80-160-01,100.01,0.316,0.02,46,43.2,1.41,1.31,22.61,NORMAL,NONE
2026-09-13T08:01:55Z,PUMP-IS100-80-160-01,99.82,0.314,0.02,45,42.7,1.38,1.33,22.69,NORMAL,NONE
2026-09-13T08:02:00Z,PUMP-IS100-80-160-01,100.17,0.309,0.02,45.1,42.7,1.46,1.35,22.24,NORMAL,NONE
2026-09-13T08:02:05Z,PUMP-IS100-80-160-01,100.29,0.313,0.021,45.4,42.5,1.41,1.37,22.62,NORMAL,NONE
2026-09-13T08:02:10Z,PUMP-IS100-80-160-01,100.41,0.322,0.021,45.4,43.3,1.48,1.34,22.67,NORMAL,NONE
2026-09-13T08:02:15Z,PUMP-IS100-80-160-01,99.38,0.311,0.02,45,43.8,1.37,1.38,22.14,NORMAL,NONE
2026-09-13T08:02:20Z,PUMP-IS100-80-160-01,99.62,0.315,0.02,44.6,42.8,1.48,1.32,22.55,NORMAL,NONE
2026-09-13T08:02:25Z,PUMP-IS100-80-160-01,100.04,0.31,0.022,45.2,42.3,1.46,1.32,22.69,NORMAL,NONE
2026-09-13T08:02:30Z,PUMP-IS100-80-160-01,99.37,0.312,0.021,45.3,42.6,1.44,1.33,22.35,NORMAL,NONE
2026-09-13T08:02:35Z,PUMP-IS100-80-160-01,101.41,0.313,0.019,45.3,43.7,1.49,1.29,22.39,NORMAL,NONE
2026-09-13T08:02:40Z,PUMP-IS100-80-160-01,101.01,0.31,0.02,45.3,42.7,1.45,1.22,22.27,NORMAL,NONE
2026-09-13T08:02:45Z,PUMP-IS100-80-160-01,99.8,0.309,0.022,44.5,42.8,1.46,1.41,22.18,NORMAL,NONE
2026-09-13T08:02:50Z,PUMP-IS100-80-160-01,100.93,0.312,0.019,45.2,43.1,1.42,1.35,22.41,NORMAL,NONE
2026-09-13T08:02:55Z,PUMP-IS100-80-160-01,100.09,0.314,0.022,44.6,43.7,1.37,1.34,22.63,NORMAL,NONE
2026-09-13T08:03:00Z,PUMP-IS100-80-160-01,100.22,0.31,0.02,44.8,42.8,1.49,1.36,22.34,NORMAL,NONE
2026-09-13T08:03:05Z,PUMP-IS100-80-160-01,100.72,0.313,0.021,45.2,42.7,1.43,1.38,22.64,NORMAL,NONE
2026-09-13T08:03:10Z,PUMP-IS100-80-160-01,99.98,0.312,0.021,44.8,43.2,1.44,1.34,22.75,NORMAL,NONE
2026-09-13T08:03:15Z,PUMP-IS100-80-160-01,100.66,0.314,0.021,45,43.2,1.44,1.36,22.47,NORMAL,NONE
2026-09-13T08:03:20Z,PUMP-IS100-80-160-01,100.08,0.313,0.019,45.8,42.7,1.4,1.4,22.68,NORMAL,NONE
2026-09-13T08:03:25Z,PUMP-IS100-80-160-01,100.5,0.314,0.02,44.7,43,1.42,1.39,22.47,NORMAL,NONE
2026-09-13T08:03:30Z,PUMP-IS100-80-160-01,99.34,0.311,0.02,44.8,42.7,1.46,1.36,22.39,NORMAL,NONE
2026-09-13T08:03:35Z,PUMP-IS100-80-160-01,99.62,0.313,0.019,44.5,42.8,1.44,1.36,22.83,NORMAL,NONE
2026-09-13T08:03:40Z,PUMP-IS100-80-160-01,100.69,0.312,0.02,44.6,43,1.44,1.36,22.31,NORMAL,NONE
2026-09-13T08:03:45Z,PUMP-IS100-80-160-01,100.42,0.316,0.02,45.1,43.2,1.43,1.36,22.5,NORMAL,NONE
2026-09-13T08:03:50Z,PUMP-IS100-80-160-01,100.08,0.31,0.02,45.2,43.5,1.49,1.44,22.33,NORMAL,NONE
2026-09-13T08:03:55Z,PUMP-IS100-80-160-01,100.7,0.312,0.022,44.7,42.7,1.42,1.26,22.38,NORMAL,NONE
2026-09-13T08:04:00Z,PUMP-IS100-80-160-01,99.39,0.312,0.02,45.7,43.3,1.42,1.31,22.61,NORMAL,NONE
2026-09-13T08:04:05Z,PUMP-IS100-80-160-01,98.94,0.317,0.021,44.8,42.4,1.51,1.35,22.78,NORMAL,NONE
2026-09-13T08:04:10Z,PUMP-IS100-80-160-01,98.72,0.311,0.02,45,42.8,1.48,1.31,22.47,NORMAL,NONE
2026-09-13T08:04:15Z,PUMP-IS100-80-160-01,100.1,0.313,0.021,44.6,42.5,1.51,1.36,22.33,NORMAL,NONE
2026-09-13T08:04:20Z,PUMP-IS100-80-160-01,101.24,0.312,0.021,45,43.7,1.53,1.34,22.72,NORMAL,NONE
2026-09-13T08:04:25Z,PUMP-IS100-80-160-01,100.52,0.315,0.019,45.2,43.4,1.37,1.3,22.04,NORMAL,NONE
2026-09-13T08:04:30Z,PUMP-IS100-80-160-01,99.78,0.314,0.022,45,43.6,1.39,1.28,22.49,NORMAL,NONE
2026-09-13T08:04:35Z,PUMP-IS100-80-160-01,100.31,0.312,0.018,45,42.6,1.48,1.36,22.29,NORMAL,NONE
2026-09-13T08:04:40Z,PUMP-IS100-80-160-01,99.59,0.309,0.02,45.3,42.7,1.47,1.33,22.32,NORMAL,NONE
2026-09-13T08:04:45Z,PUMP-IS100-80-160-01,99.91,0.309,0.019,44.6,43.7,1.45,1.32,22.55,NORMAL,NONE
2026-09-13T08:04:50Z,PUMP-IS100-80-160-01,99.91,0.311,0.021,45.3,42.8,1.42,1.34,21.98,NORMAL,NONE
2026-09-13T08:04:55Z,PUMP-IS100-80-160-01,98.79,0.315,0.022,44.9,43.2,1.46,1.47,22.75,NORMAL,NONE
2026-09-13T08:05:00Z,PUMP-IS100-80-160-01,99.39,0.308,0.019,45.4,42.8,1.49,1.46,22.26,DEGRADING,NONE
2026-09-13T08:05:05Z,PUMP-IS100-80-160-01,99.99,0.316,0.02,45.7,44.3,1.54,1.49,22.32,DEGRADING,NONE
2026-09-13T08:05:10Z,PUMP-IS100-80-160-01,99.3,0.309,0.021,46.2,43.1,1.58,1.45,22.95,DEGRADING,NONE
2026-09-13T08:05:15Z,PUMP-IS100-80-160-01,99.48,0.311,0.019,46.6,43,1.63,1.49,22.34,DEGRADING,NONE
2026-09-13T08:05:20Z,PUMP-IS100-80-160-01,100.22,0.312,0.02,47,43.6,1.68,1.43,22.34,DEGRADING,NONE
2026-09-13T08:05:25Z,PUMP-IS100-80-160-01,100.4,0.31,0.02,47.4,43.4,1.73,1.51,22.72,DEGRADING,NONE
2026-09-13T08:05:30Z,PUMP-IS100-80-160-01,99.39,0.307,0.018,47.9,43.4,1.76,1.51,22.57,DEGRADING,NONE
2026-09-13T08:05:35Z,PUMP-IS100-80-160-01,99.95,0.309,0.019,48.2,44,1.8,1.41,22.58,DEGRADING,NONE
2026-09-13T08:05:40Z,PUMP-IS100-80-160-01,100.67,0.309,0.021,48.7,44.2,1.84,1.46,22.91,DEGRADING,NONE
2026-09-13T08:05:45Z,PUMP-IS100-80-160-01,100.3,0.31,0.02,49.1,44,1.88,1.49,22.55,DEGRADING,NONE
2026-09-13T08:05:50Z,PUMP-IS100-80-160-01,99.61,0.311,0.02,49.5,43.9,1.92,1.48,22.5,DEGRADING,NONE
2026-09-13T08:05:55Z,PUMP-IS100-80-160-01,100.96,0.311,0.018,50,44.2,1.96,1.49,22.38,DEGRADING,NONE
2026-09-13T08:06:00Z,PUMP-IS100-80-160-01,100.26,0.311,0.021,50.4,43.9,2,1.59,22.12,DEGRADING,NONE
2026-09-13T08:06:05Z,PUMP-IS100-80-160-01,100.27,0.311,0.021,50.9,43.2,2.04,1.57,23.14,DEGRADING,NONE
2026-09-13T08:06:10Z,PUMP-IS100-80-160-01,100.66,0.31,0.02,51.3,43.7,2.09,1.48,22.53,DEGRADING,NONE
2026-09-13T08:06:15Z,PUMP-IS100-80-160-01,99.78,0.31,0.02,51.8,44.4,2.13,1.5,22.74,DEGRADING,NONE
2026-09-13T08:06:20Z,PUMP-IS100-80-160-01,100.33,0.317,0.019,52.2,44.4,2.18,1.59,22.38,DEGRADING,NONE
2026-09-13T08:06:25Z,PUMP-IS100-80-160-01,100.52,0.312,0.02,52.6,43.2,2.23,1.6,22.41,DEGRADING,NONE
2026-09-13T08:06:30Z,PUMP-IS100-80-160-01,100.38,0.313,0.019,53,44.1,2.27,1.57,22.79,DEGRADING,NONE
2026-09-13T08:06:35Z,PUMP-IS100-80-160-01,99.21,0.312,0.02,53.4,44.8,2.31,1.52,22.94,DEGRADING,NONE
2026-09-13T08:06:40Z,PUMP-IS100-80-160-01,99.19,0.308,0.021,53.9,44,2.35,1.53,22.72,DEGRADING,NONE
2026-09-13T08:06:45Z,PUMP-IS100-80-160-01,99.79,0.308,0.02,54.3,44,2.39,1.63,22.65,DEGRADING,NONE
2026-09-13T08:06:50Z,PUMP-IS100-80-160-01,101.48,0.315,0.02,54.7,44.1,2.42,1.59,22.47,DEGRADING,NONE
2026-09-13T08:06:55Z,PUMP-IS100-80-160-01,100.01,0.312,0.02,55.1,45.3,2.47,1.57,22.7,DEGRADING,NONE
2026-09-13T08:07:00Z,PUMP-IS100-80-160-01,99.43,0.312,0.02,55.4,44.2,2.51,1.54,23.08,DEGRADING,NONE
2026-09-13T08:07:05Z,PUMP-IS100-80-160-01,99.73,0.311,0.019,55.9,44.8,2.55,1.48,22.57,DEGRADING,NONE
2026-09-13T08:07:10Z,PUMP-IS100-80-160-01,100.58,0.309,0.019,56.3,44.7,2.59,1.64,22.87,DEGRADING,NONE
2026-09-13T08:07:15Z,PUMP-IS100-80-160-01,100.57,0.313,0.02,56.8,44.2,2.62,1.57,23.03,DEGRADING,NONE
2026-09-13T08:07:20Z,PUMP-IS100-80-160-01,100.26,0.309,0.021,57.2,44.6,2.65,1.58,22.74,DEGRADING,NONE
2026-09-13T08:07:25Z,PUMP-IS100-80-160-01,98.75,0.314,0.019,57.7,44.1,2.69,1.53,23.19,DEGRADING,NONE
2026-09-13T08:07:30Z,PUMP-IS100-80-160-01,99.56,0.313,0.02,58.1,44.5,2.73,1.6,23.05,DEGRADING,NONE
2026-09-13T08:07:35Z,PUMP-IS100-80-160-01,100.25,0.308,0.019,58.6,44.3,2.78,1.6,22.98,DEGRADING,NONE
2026-09-13T08:07:40Z,PUMP-IS100-80-160-01,99.57,0.31,0.02,59,44.5,2.82,1.63,22.6,DEGRADING,NONE
2026-09-13T08:07:45Z,PUMP-IS100-80-160-01,100.2,0.314,0.022,59.4,44.9,2.86,1.64,23.06,DEGRADING,NONE
2026-09-13T08:07:50Z,PUMP-IS100-80-160-01,99.5,0.312,0.021,59.7,43.7,2.91,1.56,22.67,DEGRADING,NONE
2026-09-13T08:07:55Z,PUMP-IS100-80-160-01,99.26,0.309,0.019,60.1,44.3,2.95,1.56,23.09,DEGRADING,NONE
2026-09-13T08:08:00Z,PUMP-IS100-80-160-01,99.31,0.314,0.019,60.5,44.8,2.99,1.64,22.89,DEGRADING,NONE
2026-09-13T08:08:05Z,PUMP-IS100-80-160-01,99.97,0.316,0.019,61,45.1,3.04,1.6,23.28,DEGRADING,NONE
2026-09-13T08:08:10Z,PUMP-IS100-80-160-01,100.5,0.308,0.019,61.4,44.9,3.08,1.69,22.82,DEGRADING,NONE
2026-09-13T08:08:15Z,PUMP-IS100-80-160-01,100.14,0.309,0.02,61.8,44.6,3.11,1.68,23.03,DEGRADING,NONE
2026-09-13T08:08:20Z,PUMP-IS100-80-160-01,99.94,0.308,0.02,62.3,45.1,3.16,1.67,22.95,DEGRADING,NONE
2026-09-13T08:08:25Z,PUMP-IS100-80-160-01,99.97,0.314,0.02,62.7,44.2,3.2,1.71,22.92,DEGRADING,NONE
2026-09-13T08:08:30Z,PUMP-IS100-80-160-01,99.65,0.311,0.02,63.1,44.8,3.25,1.64,22.81,DEGRADING,NONE
2026-09-13T08:08:35Z,PUMP-IS100-80-160-01,101.16,0.312,0.021,63.5,44.7,3.29,1.64,22.59,DEGRADING,NONE
2026-09-13T08:08:40Z,PUMP-IS100-80-160-01,99.59,0.316,0.022,64,44.9,3.33,1.72,22.86,DEGRADING,NONE
2026-09-13T08:08:45Z,PUMP-IS100-80-160-01,101.26,0.311,0.02,64.5,44.7,3.38,1.75,22.89,DEGRADING,NONE
2026-09-13T08:08:50Z,PUMP-IS100-80-160-01,99.97,0.313,0.022,64.9,44.4,3.42,1.64,22.73,DEGRADING,NONE
2026-09-13T08:08:55Z,PUMP-IS100-80-160-01,99.96,0.314,0.019,65.2,45.4,3.47,1.67,23.06,DEGRADING,NONE
2026-09-13T08:09:00Z,PUMP-IS100-80-160-01,100.23,0.318,0.019,65.7,45,3.5,1.71,22.86,WARNING,VAH-102
2026-09-13T08:09:05Z,PUMP-IS100-80-160-01,101.14,0.311,0.019,66.1,44.7,3.54,1.76,23.1,WARNING,VAH-102
2026-09-13T08:09:10Z,PUMP-IS100-80-160-01,101.24,0.316,0.019,66.6,45.1,3.57,1.62,22.91,WARNING,VAH-102
2026-09-13T08:09:15Z,PUMP-IS100-80-160-01,100.53,0.317,0.02,67.1,45.2,3.62,1.72,22.83,WARNING,VAH-102
2026-09-13T08:09:20Z,PUMP-IS100-80-160-01,99.59,0.313,0.02,67.5,45,3.65,1.8,23.29,WARNING,VAH-102
2026-09-13T08:09:25Z,PUMP-IS100-80-160-01,100.55,0.317,0.021,67.9,44.9,3.7,1.77,22.95,WARNING,VAH-102
2026-09-13T08:09:30Z,PUMP-IS100-80-160-01,100.85,0.315,0.021,68.4,45.5,3.74,1.75,23.19,WARNING,VAH-102
2026-09-13T08:09:35Z,PUMP-IS100-80-160-01,100.97,0.31,0.02,68.7,45.1,3.79,1.73,22.96,WARNING,VAH-102
2026-09-13T08:09:40Z,PUMP-IS100-80-160-01,98.91,0.314,0.021,69.2,45.3,3.83,1.73,23.56,WARNING,VAH-102
2026-09-13T08:09:45Z,PUMP-IS100-80-160-01,99.92,0.313,0.021,69.7,45.3,3.86,1.82,23.11,WARNING,VAH-102
2026-09-13T08:09:50Z,PUMP-IS100-80-160-01,100.86,0.309,0.02,70.1,45,3.91,1.75,22.92,WARNING,TAH-101;VAH-102
2026-09-13T08:09:55Z,PUMP-IS100-80-160-01,101.25,0.312,0.019,70.5,45,3.95,1.76,23.52,WARNING,TAH-101;VAH-102
2026-09-13T08:10:00Z,PUMP-IS100-80-160-01,100.35,0.311,0.019,70.8,44.6,4,1.63,23.26,WARNING,TAH-101;VAH-102
2026-09-13T08:10:05Z,PUMP-IS100-80-160-01,100.52,0.312,0.022,71.2,44.7,4.04,1.8,22.86,WARNING,TAH-101;VAH-102
2026-09-13T08:10:10Z,PUMP-IS100-80-160-01,99.81,0.313,0.019,71.6,45.3,4.08,1.77,23.45,WARNING,TAH-101;VAH-102
2026-09-13T08:10:15Z,PUMP-IS100-80-160-01,100.46,0.313,0.021,72.1,45.5,4.12,1.79,23.44,WARNING,TAH-101;VAH-102
2026-09-13T08:10:20Z,PUMP-IS100-80-160-01,99.93,0.316,0.019,72.5,45.5,4.15,1.81,23.56,WARNING,TAH-101;VAH-102
2026-09-13T08:10:25Z,PUMP-IS100-80-160-01,100.67,0.31,0.02,72.8,45.5,4.19,1.74,22.71,WARNING,TAH-101;VAH-102
2026-09-13T08:10:30Z,PUMP-IS100-80-160-01,98.73,0.314,0.021,73.2,45.3,4.22,1.65,23.26,WARNING,TAH-101;VAH-102
2026-09-13T08:10:35Z,PUMP-IS100-80-160-01,100,0.309,0.022,73.7,45.1,4.25,1.78,23.37,WARNING,TAH-101;VAH-102
2026-09-13T08:10:40Z,PUMP-IS100-80-160-01,99.8,0.31,0.019,74.1,45.6,4.28,1.68,23.11,WARNING,TAH-101;VAH-102
2026-09-13T08:10:45Z,PUMP-IS100-80-160-01,101.12,0.314,0.02,74.5,45.3,4.33,1.83,23.04,WARNING,TAH-101;VAH-102
2026-09-13T08:10:50Z,PUMP-IS100-80-160-01,100.84,0.311,0.021,75,46,4.37,1.83,23.25,WARNING,TAH-101;VAH-102
2026-09-13T08:10:55Z,PUMP-IS100-80-160-01,99.48,0.311,0.02,75.4,46.4,4.42,1.82,23.31,WARNING,TAH-101;VAH-102
2026-09-13T08:11:00Z,PUMP-IS100-80-160-01,99.98,0.317,0.022,75.9,45.9,4.45,1.78,23.32,WARNING,TAH-101;VAH-102
2026-09-13T08:11:05Z,PUMP-IS100-80-160-01,100.49,0.309,0.02,76.3,45.7,4.5,1.82,22.84,TRIP_SHUTDOWN,TAH-101;VAHH-102
2026-09-13T08:11:10Z,PUMP-IS100-80-160-01,99.02,0.308,0.02,76.8,45.5,4.55,1.91,23.48,TRIP_SHUTDOWN,TAH-101;VAHH-102
2026-09-13T08:11:15Z,PUMP-IS100-80-160-01,99.86,0.314,0.021,77.2,46.2,4.59,1.82,22.88,TRIP_SHUTDOWN,TAH-101;VAHH-102
2026-09-13T08:11:20Z,PUMP-IS100-80-160-01,99.5,0.313,0.02,77.7,46.5,4.63,1.91,23.32,TRIP_SHUTDOWN,TAH-101;VAHH-102
2026-09-13T08:11:25Z,PUMP-IS100-80-160-01,100.43,0.311,0.021,78.1,45.8,4.66,1.9,22.61,TRIP_SHUTDOWN,TAH-101;VAHH-102
2026-09-13T08:11:30Z,PUMP-IS100-80-160-01,98.96,0.315,0.02,78.5,45.7,4.7,1.78,23.36,TRIP_SHUTDOWN,TAH-101;VAHH-102
2026-09-13T08:11:35Z,PUMP-IS100-80-160-01,100.8,0.311,0.018,79,45.9,4.74,1.77,23.19,TRIP_SHUTDOWN,TAH-101;VAHH-102
2026-09-13T08:11:40Z,PUMP-IS100-80-160-01,99.74,0.317,0.02,79.4,45.7,4.79,1.83,23.4,TRIP_SHUTDOWN,TAH-101;VAHH-102
2026-09-13T08:11:45Z,PUMP-IS100-80-160-01,99.94,0.312,0.021,79.8,45.8,4.83,1.84,23.32,TRIP_SHUTDOWN,TAH-101;VAHH-102
2026-09-13T08:11:50Z,PUMP-IS100-80-160-01,100.06,0.307,0.021,80.2,46.3,4.87,1.86,23.4,TRIP_SHUTDOWN,TAHH-101;VAHH-102
2026-09-13T08:11:55Z,PUMP-IS100-80-160-01,100.89,0.309,0.021,80.6,47,4.91,1.86,23.08,TRIP_SHUTDOWN,TAHH-101;VAHH-102
2026-09-13T08:12:00Z,PUMP-IS100-80-160-01,99.85,0.313,0.021,81.1,45.7,4.94,1.98,23.46,TRIP_SHUTDOWN,TAHH-101;VAHH-102
2026-09-13T08:12:05Z,PUMP-IS100-80-160-01,100.16,0.315,0.021,81.6,47.2,4.98,1.87,23.63,TRIP_SHUTDOWN,TAHH-101;VAHH-102
2026-09-13T08:12:10Z,PUMP-IS100-80-160-01,100.24,0.31,0.02,82,46.8,5.02,1.82,23.44,TRIP_SHUTDOWN,TAHH-101;VAHH-102
2026-09-13T08:12:15Z,PUMP-IS100-80-160-01,99.8,0.314,0.021,82.5,46.9,5.07,1.91,23.08,TRIP_SHUTDOWN,TAHH-101;VAHH-102
2026-09-13T08:12:20Z,PUMP-IS100-80-160-01,99.88,0.312,0.02,82.9,46,5.12,1.97,23.38,TRIP_SHUTDOWN,TAHH-101;VAHH-102
2026-09-13T08:12:25Z,PUMP-IS100-80-160-01,99.21,0.307,0.019,83.3,46.9,5.15,1.85,23.08,TRIP_SHUTDOWN,TAHH-101;VAHH-102
2026-09-13T08:42:30Z,PUMP-IS100-80-160-01,99.58,0.311,0.019,44.8,43.8,1.49,1.34,22.39,NORMAL,NONE
2026-09-13T08:42:35Z,PUMP-IS100-80-160-01,99.03,0.309,0.018,44.5,42.4,1.49,1.45,22.3,NORMAL,NONE
2026-09-13T08:42:40Z,PUMP-IS100-80-160-01,98.4,0.308,0.016,45.3,43.1,1.45,1.35,22.19,NORMAL,NONE
2026-09-13T08:42:45Z,PUMP-IS100-80-160-01,97.72,0.307,0.015,44.4,43,1.41,1.31,22.11,NORMAL,NONE
2026-09-13T08:42:50Z,PUMP-IS100-80-160-01,97.16,0.305,0.014,44.6,43.3,1.41,1.34,22,NORMAL,NONE
2026-09-13T08:42:55Z,PUMP-IS100-80-160-01,96.56,0.304,0.013,44.8,43.1,1.38,1.37,21.9,NORMAL,NONE
2026-09-13T08:43:00Z,PUMP-IS100-80-160-01,96.01,0.303,0.011,45,42.9,1.46,1.37,21.8,NORMAL,NONE
2026-09-13T08:43:05Z,PUMP-IS100-80-160-01,95.35,0.301,0.01,44.5,43.6,1.4,1.32,21.71,NORMAL,NONE
2026-09-13T08:43:10Z,PUMP-IS100-80-160-01,94.87,0.3,0.009,44.8,43.1,1.41,1.44,21.61,NORMAL,NONE
2026-09-13T08:43:15Z,PUMP-IS100-80-160-01,94.42,0.298,0.007,44.9,43,1.45,1.34,21.5,NORMAL,NONE
2026-09-13T08:43:20Z,PUMP-IS100-80-160-01,93.85,0.297,0.006,45,43.9,1.42,1.42,21.4,NORMAL,NONE
2026-09-13T08:43:25Z,PUMP-IS100-80-160-01,93.24,0.295,0.005,45.2,43.6,1.43,1.34,21.28,NORMAL,NONE
2026-09-13T08:43:30Z,PUMP-IS100-80-160-01,92.57,0.294,0.004,44.8,42.6,1.45,1.32,21.19,NORMAL,NONE
2026-09-13T08:43:35Z,PUMP-IS100-80-160-01,91.93,0.293,0.003,45.1,43.3,1.36,1.37,21.09,NORMAL,NONE
2026-09-13T08:43:40Z,PUMP-IS100-80-160-01,91.33,0.291,0.001,45.6,43.1,1.42,1.35,20.98,NORMAL,NONE
2026-09-13T08:43:45Z,PUMP-IS100-80-160-01,90.64,0.29,0,45.1,42.5,1.45,1.31,20.88,NORMAL,NONE
2026-09-13T08:43:50Z,PUMP-IS100-80-160-01,90.14,0.289,-0.001,44.6,42.9,1.5,1.36,20.76,NORMAL,NONE
2026-09-13T08:43:55Z,PUMP-IS100-80-160-01,89.55,0.287,-0.002,45,42.9,1.48,1.39,20.65,NORMAL,NONE
2026-09-13T08:44:00Z,PUMP-IS100-80-160-01,89.06,0.286,-0.003,44.3,43.2,1.4,1.26,20.56,NORMAL,NONE
2026-09-13T08:44:05Z,PUMP-IS100-80-160-01,88.5,0.285,-0.005,45,43,1.49,1.34,20.46,NORMAL,NONE
2026-09-13T08:44:10Z,PUMP-IS100-80-160-01,87.86,0.283,-0.006,44.9,42.7,1.47,1.31,20.37,NORMAL,NONE
2026-09-13T08:44:15Z,PUMP-IS100-80-160-01,87.17,0.281,-0.007,45,43.3,1.51,1.37,20.25,NORMAL,NONE
2026-09-13T08:44:20Z,PUMP-IS100-80-160-01,86.62,0.28,-0.008,44.8,42.9,1.45,1.37,20.17,NORMAL,NONE
2026-09-13T08:44:25Z,PUMP-IS100-80-160-01,86.09,0.279,-0.01,44.7,43,1.4,1.37,20.07,NORMAL,NONE
2026-09-13T08:44:30Z,PUMP-IS100-80-160-01,85.49,0.278,-0.011,44.9,43.5,1.46,1.34,19.99,NORMAL,NONE
2026-09-13T08:44:35Z,PUMP-IS100-80-160-01,85.02,0.277,-0.013,44.8,42.9,1.43,1.36,19.9,NORMAL,NONE
2026-09-13T08:44:40Z,PUMP-IS100-80-160-01,84.32,0.275,-0.014,45.3,42.5,1.34,1.39,19.8,WARNING,FAL-104
2026-09-13T08:44:45Z,PUMP-IS100-80-160-01,83.66,0.274,-0.015,44.6,42.4,1.47,1.38,19.71,WARNING,FAL-104
2026-09-13T08:44:50Z,PUMP-IS100-80-160-01,83.25,0.272,-0.016,44.8,43.1,1.39,1.36,19.61,WARNING,FAL-104
2026-09-13T08:44:55Z,PUMP-IS100-80-160-01,82.78,0.27,-0.017,45,43.2,1.46,1.31,19.5,WARNING,FAL-104
2026-09-13T08:45:00Z,PUMP-IS100-80-160-01,82.13,0.269,-0.019,44.8,42.7,1.44,1.42,19.4,WARNING,FAL-104
2026-09-13T08:45:05Z,PUMP-IS100-80-160-01,81.61,0.268,-0.02,44.8,43.4,1.42,1.42,19.29,WARNING,FAL-104
2026-09-13T08:45:10Z,PUMP-IS100-80-160-01,80.96,0.267,-0.021,45.8,42.8,1.48,1.36,19.17,WARNING,FAL-104
2026-09-13T08:45:15Z,PUMP-IS100-80-160-01,80.37,0.266,-0.022,45.2,42.8,1.54,1.36,19.07,WARNING,FAL-104
2026-09-13T08:45:20Z,PUMP-IS100-80-160-01,79.95,0.264,-0.023,44.5,42.7,1.5,1.32,18.99,WARNING,FAL-104
2026-09-13T08:45:25Z,PUMP-IS100-80-160-01,79.49,0.263,-0.025,45.4,43.2,1.49,1.32,18.9,WARNING,FAL-104
2026-09-13T08:45:30Z,PUMP-IS100-80-160-01,78.98,0.262,-0.026,45.5,43.2,1.47,1.44,18.82,WARNING,FAL-104
