timestamp,device_id,flow_rate,press_out,press_in,temp_de,temp_nde,vib_rms_de,vib_rms_nde,motor_current,operating_state,alarm_code
2026-09-14 00:01:05,PUMP-IS100-80-160-01,99.66,0.312,0.014,44.5,42.2,1.46,1.34,22.47,NORMAL,NONE
2026-09-14 00:01:10,PUMP-IS100-80-160-01,99.78,0.314,0.018,45.0,43.2,1.44,1.34,22.25,NORMAL,NONE
2026-09-14 00:01:15,PUMP-IS100-80-160-01,99.83,0.313,0.016,44.9,42.8,1.45,1.46,22.37,NORMAL,NONE
2026-09-14 00:01:20,PUMP-IS100-80-160-01,100.74,0.314,0.02,45.0,43.1,1.4,1.39,22.32,NORMAL,NONE
2026-09-14 00:01:25,PUMP-IS100-80-160-01,100.02,0.308,0.018,45.2,42.6,1.47,1.32,22.8,NORMAL,NONE
2026-09-14 00:01:30,PUMP-IS100-80-160-01,100.63,0.312,0.02,45.0,43.0,1.52,1.5,22.1,NORMAL,NONE
2026-09-14 00:01:35,PUMP-IS100-80-160-01,99.49,0.315,0.018,44.5,43.8,1.43,1.33,22.35,NORMAL,NONE
2026-09-14 00:01:40,PUMP-IS100-80-160-01,100.29,0.31,0.024,45.3,43.0,1.42,1.36,22.81,NORMAL,NONE
2026-09-14 00:01:45,PUMP-IS100-80-160-01,101.31,0.315,0.022,45.0,43.5,1.43,1.37,22.85,NORMAL,NONE
2026-09-14 00:01:50,PUMP-IS100-80-160-01,100.3,0.311,0.017,45.2,43.1,1.51,1.35,22.39,NORMAL,NONE
2026-09-14 00:01:55,PUMP-IS100-80-160-01,100.53,0.314,0.016,44.4,43.1,1.45,1.34,22.75,NORMAL,NONE
2026-09-14 00:02:00,PUMP-IS100-80-160-01,101.01,0.31,0.02,45.0,43.1,1.38,1.38,22.51,NORMAL,NONE
2026-09-14 00:02:05,PUMP-IS100-80-160-01,101.02,0.313,0.019,44.4,43.0,1.41,1.32,22.6,NORMAL,NONE
2026-09-14 00:02:10,PUMP-IS100-80-160-01,100.12,0.312,0.023,45.2,44.1,1.46,1.33,22.05,NORMAL,NONE
2026-09-14 00:02:15,PUMP-IS100-80-160-01,99.34,0.314,0.021,45.0,42.9,1.4,1.34,22.54,NORMAL,NONE
2026-09-14 00:02:20,PUMP-IS100-80-160-01,98.99,0.313,0.016,45.1,43.0,1.47,1.31,23.01,NORMAL,NONE
2026-09-14 00:02:25,PUMP-IS100-80-160-01,100.36,0.313,0.02,45.0,43.4,1.53,1.43,22.49,NORMAL,NONE
2026-09-14 00:02:30,PUMP-IS100-80-160-01,100.03,0.313,0.019,44.7,43.1,1.48,1.38,22.48,NORMAL,NONE
2026-09-14 00:02:35,PUMP-IS100-80-160-01,99.67,0.313,0.021,44.6,43.4,1.5,1.35,22.12,NORMAL,NONE
2026-09-14 00:02:40,PUMP-IS100-80-160-01,99.39,0.313,0.019,44.9,42.5,1.5,1.24,22.49,NORMAL,NONE
2026-09-14 00:02:45,PUMP-IS100-80-160-01,100.18,0.313,0.021,44.5,42.8,1.41,1.28,21.97,NORMAL,NONE
2026-09-14 00:02:50,PUMP-IS100-80-160-01,100.24,0.314,0.019,45.3,43.2,1.4,1.34,22.51,NORMAL,NONE
2026-09-14 00:02:55,PUMP-IS100-80-160-01,100.37,0.312,0.017,45.7,43.2,1.39,1.26,22.24,NORMAL,NONE
2026-09-14 00:03:00,PUMP-IS100-80-160-01,99.82,0.311,0.019,44.6,43.2,1.39,1.38,22.7,NORMAL,NONE
2026-09-14 00:03:05,PUMP-IS100-80-160-01,99.25,0.311,0.022,45.1,43.3,1.52,1.28,22.37,NORMAL,NONE
2026-09-14 00:03:10,PUMP-IS100-80-160-01,100.14,0.311,0.021,45.6,42.9,1.46,1.34,21.88,NORMAL,NONE
2026-09-14 00:03:15,PUMP-IS100-80-160-01,99.58,0.312,0.019,45.3,43.4,1.41,1.41,22.34,NORMAL,NONE
2026-09-14 00:03:20,PUMP-IS100-80-160-01,100.15,0.311,0.017,44.7,42.3,1.5,1.43,22.77,NORMAL,NONE
2026-09-14 00:03:25,PUMP-IS100-80-160-01,99.84,0.313,0.016,45.4,43.7,1.49,1.32,22.75,NORMAL,NONE
2026-09-14 00:03:30,PUMP-IS100-80-160-01,100.03,0.31,0.017,44.9,43.0,1.3,1.52,22.37,NORMAL,NONE
2026-09-14 00:03:35,PUMP-IS100-80-160-01,100.65,0.312,0.023,45.9,42.8,1.43,1.39,22.79,NORMAL,NONE
2026-09-14 00:03:40,PUMP-IS100-80-160-01,100.11,0.312,0.017,45.0,42.6,1.45,1.42,22.62,NORMAL,NONE
2026-09-14 00:03:45,PUMP-IS100-80-160-01,100.17,0.309,0.021,44.8,42.2,1.53,1.33,22.51,NORMAL,NONE
2026-09-14 00:03:50,PUMP-IS100-80-160-01,100.24,0.315,0.018,45.6,43.0,1.4,1.36,22.31,NORMAL,NONE
2026-09-14 00:03:55,PUMP-IS100-80-160-01,99.95,0.315,0.016,45.0,43.0,1.43,1.32,22.7,NORMAL,NONE
2026-09-14 00:04:00,PUMP-IS100-80-160-01,99.7,0.306,0.017,44.9,43.4,1.48,1.22,22.67,NORMAL,NONE
2026-09-14 00:04:05,PUMP-IS100-80-160-01,100.05,0.311,0.019,45.2,43.1,1.39,1.28,22.53,NORMAL,NONE
2026-09-14 00:04:10,PUMP-IS100-80-160-01,100.93,0.314,0.021,44.6,42.7,1.49,1.4,22.26,NORMAL,NONE
2026-09-14 00:04:15,PUMP-IS100-80-160-01,99.92,0.31,0.019,45.4,42.9,1.39,1.26,22.46,NORMAL,NONE
2026-09-14 00:04:20,PUMP-IS100-80-160-01,99.85,0.315,0.018,44.6,43.3,1.46,1.35,22.55,NORMAL,NONE
2026-09-14 00:04:25,PUMP-IS100-80-160-01,99.77,0.312,0.022,44.6,43.4,1.51,1.32,23.37,NORMAL,NONE
2026-09-14 00:04:30,PUMP-IS100-80-160-01,100.94,0.309,0.022,45.3,42.6,1.48,1.32,22.77,NORMAL,NONE
2026-09-14 00:04:35,PUMP-IS100-80-160-01,99.51,0.31,0.024,45.0,43.3,1.51,1.34,22.37,NORMAL,NONE
2026-09-14 00:04:40,PUMP-IS100-80-160-01,100.26,0.316,0.02,45.2,42.9,1.47,1.32,22.61,NORMAL,NONE
2026-09-14 00:04:45,PUMP-IS100-80-160-01,100.5,0.315,0.022,45.2,43.8,1.45,1.34,21.95,NORMAL,NONE
2026-09-14 00:04:50,PUMP-IS100-80-160-01,100.17,0.313,0.022,45.0,43.9,1.5,1.29,22.62,NORMAL,NONE
2026-09-14 00:04:55,PUMP-IS100-80-160-01,100.0,0.315,0.02,44.7,43.1,1.42,1.25,22.25,NORMAL,NONE
2026-09-14 00:05:00,PUMP-IS100-80-160-01,100.08,0.311,0.023,44.5,42.7,1.39,1.36,22.92,NORMAL,NONE
2026-09-14 00:05:05,PUMP-IS100-80-160-01,100.01,0.312,0.023,45.9,43.2,1.33,1.27,22.66,NORMAL,NONE
2026-09-14 00:05:10,PUMP-IS100-80-160-01,100.19,0.308,0.021,45.3,42.5,1.55,1.36,22.67,NORMAL,NONE
2026-09-14 00:05:15,PUMP-IS100-80-160-01,99.73,0.315,0.025,45.1,43.6,1.38,1.35,22.23,NORMAL,NONE
2026-09-14 00:05:20,PUMP-IS100-80-160-01,99.93,0.31,0.019,45.3,42.4,1.38,1.33,22.69,NORMAL,NONE
2026-09-14 00:05:25,PUMP-IS100-80-160-01,100.89,0.311,0.02,44.8,42.8,1.46,1.32,22.74,NORMAL,NONE
2026-09-14 00:05:30,PUMP-IS100-80-160-01,99.9,0.313,0.022,45.3,42.7,1.48,1.39,22.44,NORMAL,NONE
2026-09-14 00:05:35,PUMP-IS100-80-160-01,100.75,0.312,0.019,44.8,43.1,1.49,1.34,22.82,NORMAL,NONE
2026-09-14 00:05:40,PUMP-IS100-80-160-01,100.98,0.31,0.021,45.6,42.8,1.38,1.39,22.63,NORMAL,NONE
2026-09-14 00:05:45,PUMP-IS100-80-160-01,99.67,0.313,0.021,44.9,43.2,1.43,1.38,21.75,NORMAL,NONE
2026-09-14 00:05:50,PUMP-IS100-80-160-01,99.78,0.312,0.018,44.9,42.8,1.45,1.27,22.11,NORMAL,NONE
2026-09-14 00:05:55,PUMP-IS100-80-160-01,99.44,0.31,0.018,45.0,43.7,1.5,1.25,22.88,NORMAL,NONE
2026-09-14 00:06:00,PUMP-IS100-80-160-01,100.33,0.312,0.018,45.6,42.6,1.43,1.45,22.6,NORMAL,NONE
2026-09-14 00:06:05,PUMP-IS100-80-160-01,100.36,0.312,0.02,45.1,43.5,1.45,1.39,22.12,NORMAL,NONE
2026-09-14 00:06:10,PUMP-IS100-80-160-01,100.27,0.313,0.02,45.5,43.6,1.51,1.36,22.58,NORMAL,NONE
2026-09-14 00:06:15,PUMP-IS100-80-160-01,100.12,0.314,0.018,44.4,43.5,1.36,1.23,22.95,NORMAL,NONE
2026-09-14 00:06:20,PUMP-IS100-80-160-01,99.7,0.309,0.022,45.0,42.9,1.44,1.35,22.61,NORMAL,NONE
2026-09-14 00:06:25,PUMP-IS100-80-160-01,99.72,0.312,0.02,44.0,42.4,1.39,1.34,22.63,NORMAL,NONE
2026-09-14 00:06:30,PUMP-IS100-80-160-01,100.91,0.31,0.021,45.2,43.4,1.44,1.37,22.57,NORMAL,NONE
2026-09-14 00:06:35,PUMP-IS100-80-160-01,100.32,0.313,0.014,44.9,43.1,1.35,1.44,22.38,NORMAL,NONE
2026-09-14 00:06:40,PUMP-IS100-80-160-01,100.56,0.31,0.02,45.0,42.8,1.4,1.38,22.58,NORMAL,NONE
2026-09-14 00:06:45,PUMP-IS100-80-160-01,99.83,0.314,0.021,44.9,42.4,1.51,1.35,22.23,NORMAL,NONE
2026-09-14 00:06:50,PUMP-IS100-80-160-01,99.15,0.315,0.02,44.7,42.9,1.34,1.41,22.56,NORMAL,NONE
2026-09-14 00:06:55,PUMP-IS100-80-160-01,100.41,0.309,0.021,44.8,43.2,1.46,1.33,22.24,NORMAL,NONE
2026-09-14 00:07:00,PUMP-IS100-80-160-01,99.75,0.309,0.02,45.8,43.3,1.51,1.37,22.69,NORMAL,NONE
2026-09-14 00:07:05,PUMP-IS100-80-160-01,99.98,0.31,0.018,45.4,42.8,1.45,1.4,22.38,NORMAL,NONE
2026-09-14 00:07:10,PUMP-IS100-80-160-01,100.23,0.31,0.019,44.8,43.3,1.48,1.38,22.48,NORMAL,NONE
2026-09-14 00:07:15,PUMP-IS100-80-160-01,100.25,0.311,0.019,45.3,43.0,1.4,1.35,22.92,NORMAL,NONE
2026-09-14 00:07:20,PUMP-IS100-80-160-01,99.87,0.312,0.022,45.5,43.2,1.43,1.4,22.31,NORMAL,NONE
2026-09-14 00:07:25,PUMP-IS100-80-160-01,101.05,0.31,0.022,44.6,43.5,1.31,1.31,21.96,NORMAL,NONE
2026-09-14 00:07:30,PUMP-IS100-80-160-01,99.43,0.313,0.024,44.7,42.9,1.52,1.33,22.54,NORMAL,NONE
2026-09-14 00:07:35,PUMP-IS100-80-160-01,98.99,0.313,0.018,44.9,43.0,1.38,1.41,22.62,NORMAL,NONE
2026-09-14 00:07:40,PUMP-IS100-80-160-01,100.1,0.313,0.018,44.3,43.6,1.49,1.47,22.45,NORMAL,NONE
2026-09-14 00:07:45,PUMP-IS100-80-160-01,99.58,0.311,0.019,45.0,42.5,1.36,1.34,22.62,NORMAL,NONE
2026-09-14 00:07:50,PUMP-IS100-80-160-01,99.86,0.314,0.02,44.8,43.1,1.47,1.45,22.09,NORMAL,NONE
2026-09-14 00:07:55,PUMP-IS100-80-160-01,100.4,0.309,0.016,44.4,43.2,1.48,1.41,21.93,NORMAL,NONE
2026-09-14 00:08:00,PUMP-IS100-80-160-01,99.54,0.31,0.018,44.7,42.7,1.49,1.33,22.4,NORMAL,NONE
2026-09-14 00:08:05,PUMP-IS100-80-160-01,99.8,0.313,0.021,45.4,43.1,1.5,1.46,22.53,NORMAL,NONE
2026-09-14 00:08:10,PUMP-IS100-80-160-01,99.5,0.309,0.018,45.0,43.7,1.42,1.46,22.53,NORMAL,NONE
2026-09-14 00:08:15,PUMP-IS100-80-160-01,99.45,0.31,0.019,45.0,42.9,1.45,1.44,22.83,NORMAL,NONE
2026-09-14 00:08:20,PUMP-IS100-80-160-01,99.93,0.308,0.021,45.1,43.4,1.45,1.27,22.48,NORMAL,NONE
2026-09-14 00:08:25,PUMP-IS100-80-160-01,100.14,0.309,0.019,44.6,43.7,1.39,1.31,22.56,NORMAL,NONE
2026-09-14 00:08:30,PUMP-IS100-80-160-01,99.76,0.312,0.02,45.1,43.3,1.47,1.4,22.49,NORMAL,NONE
2026-09-14 00:08:35,PUMP-IS100-80-160-01,100.01,0.311,0.019,44.7,43.2,1.51,1.39,22.72,NORMAL,NONE
2026-09-14 00:08:40,PUMP-IS100-80-160-01,100.05,0.311,0.022,45.1,42.2,1.44,1.32,22.46,NORMAL,NONE
2026-09-14 00:08:45,PUMP-IS100-80-160-01,99.16,0.313,0.019,45.5,42.3,1.52,1.33,22.64,NORMAL,NONE
2026-09-14 00:08:50,PUMP-IS100-80-160-01,99.56,0.313,0.017,45.2,42.7,1.36,1.37,22.67,NORMAL,NONE
2026-09-14 00:08:55,PUMP-IS100-80-160-01,99.88,0.313,0.023,45.4,42.6,1.32,1.31,22.14,NORMAL,NONE
2026-09-14 00:09:00,PUMP-IS100-80-160-01,100.58,0.311,0.018,45.4,43.1,1.42,1.47,22.63,NORMAL,NONE
2026-09-14 00:09:05,PUMP-IS100-80-160-01,99.3,0.309,0.018,45.4,43.7,1.45,1.32,22.71,NORMAL,NONE
2026-09-14 00:09:10,PUMP-IS100-80-160-01,100.69,0.309,0.019,45.3,43.4,1.42,1.37,22.93,NORMAL,NONE
2026-09-14 00:09:15,PUMP-IS100-80-160-01,98.81,0.313,0.023,44.7,42.7,1.38,1.35,22.69,NORMAL,NONE
2026-09-14 00:09:20,PUMP-IS100-80-160-01,99.54,0.313,0.023,45.5,43.8,1.48,1.36,22.84,NORMAL,NONE
2026-09-14 00:09:25,PUMP-IS100-80-160-01,99.45,0.31,0.019,44.5,43.3,1.46,1.32,21.9,NORMAL,NONE
2026-09-14 00:09:30,PUMP-IS100-80-160-01,99.49,0.315,0.024,45.7,43.1,1.38,1.31,22.73,NORMAL,NONE
2026-09-14 00:09:35,PUMP-IS100-80-160-01,101.16,0.314,0.02,45.1,42.5,1.36,1.31,22.46,NORMAL,NONE
2026-09-14 00:09:40,PUMP-IS100-80-160-01,99.48,0.315,0.018,44.9,42.7,1.38,1.3,22.99,NORMAL,NONE
2026-09-14 00:09:45,PUMP-IS100-80-160-01,100.29,0.312,0.02,45.5,43.1,1.43,1.38,22.21,NORMAL,NONE
2026-09-14 00:09:50,PUMP-IS100-80-160-01,99.79,0.315,0.024,44.6,42.9,1.46,1.34,22.81,NORMAL,NONE
2026-09-14 00:09:55,PUMP-IS100-80-160-01,99.45,0.313,0.022,45.7,42.5,1.44,1.37,22.44,NORMAL,NONE
2026-09-14 00:10:00,PUMP-IS100-80-160-01,99.51,0.309,0.022,45.2,43.5,1.4,1.32,23.02,NORMAL,NONE
2026-09-14 00:10:05,PUMP-IS100-80-160-01,100.46,0.314,0.021,44.2,43.5,1.35,1.31,22.6,NORMAL,NONE
2026-09-14 00:10:10,PUMP-IS100-80-160-01,100.09,0.311,0.02,45.0,43.2,1.48,1.36,22.64,NORMAL,NONE
2026-09-14 00:10:15,PUMP-IS100-80-160-01,100.14,0.313,0.021,44.9,43.0,1.51,1.31,22.16,NORMAL,NONE
2026-09-14 00:10:20,PUMP-IS100-80-160-01,100.28,0.313,0.022,45.0,43.1,1.43,1.26,22.44,NORMAL,NONE
2026-09-14 00:10:25,PUMP-IS100-80-160-01,100.4,0.312,0.022,45.3,42.9,1.59,1.45,22.38,NORMAL,NONE
2026-09-14 00:10:30,PUMP-IS100-80-160-01,99.96,0.315,0.024,45.7,42.5,1.48,1.45,22.51,NORMAL,NONE
2026-09-14 00:10:35,PUMP-IS100-80-160-01,100.84,0.312,0.021,44.8,42.8,1.41,1.35,22.27,NORMAL,NONE
2026-09-14 00:10:40,PUMP-IS100-80-160-01,100.74,0.311,0.021,44.9,43.5,1.46,1.4,22.58,NORMAL,NONE
2026-09-14 00:10:45,PUMP-IS100-80-160-01,100.72,0.312,0.016,45.2,43.1,1.44,1.33,22.5,NORMAL,NONE
2026-09-14 00:10:50,PUMP-IS100-80-160-01,100.06,0.314,0.02,45.3,42.3,1.47,1.26,22.73,NORMAL,NONE
2026-09-14 00:10:55,PUMP-IS100-80-160-01,101.26,0.31,0.023,44.7,43.0,1.5,1.3,22.53,NORMAL,NONE
2026-09-14 00:11:00,PUMP-IS100-80-160-01,99.48,0.314,0.019,44.8,42.8,1.4,1.34,21.9,NORMAL,NONE
2026-09-14 00:11:05,PUMP-IS100-80-160-01,100.94,0.313,0.02,44.4,43.2,1.47,1.29,22.51,NORMAL,NONE
2026-09-14 00:11:10,PUMP-IS100-80-160-01,99.87,0.307,0.02,45.3,42.5,1.43,1.35,22.26,NORMAL,NONE
2026-09-14 00:11:15,PUMP-IS100-80-160-01,100.1,0.314,0.02,44.9,42.6,1.43,1.31,23.06,NORMAL,NONE
2026-09-14 00:11:20,PUMP-IS100-80-160-01,100.29,0.315,0.023,44.5,43.7,1.44,1.38,22.31,NORMAL,NONE
2026-09-14 00:11:25,PUMP-IS100-80-160-01,99.97,0.31,0.022,45.0,43.1,1.41,1.35,22.46,NORMAL,NONE
2026-09-14 00:11:30,PUMP-IS100-80-160-01,99.81,0.309,0.02,45.5,42.8,1.57,1.36,22.8,NORMAL,NONE
2026-09-14 00:11:35,PUMP-IS100-80-160-01,100.29,0.311,0.021,44.8,43.1,1.5,1.31,22.86,NORMAL,NONE
2026-09-14 00:11:40,PUMP-IS100-80-160-01,99.8,0.31,0.02,44.6,42.6,1.38,1.48,22.73,NORMAL,NONE
2026-09-14 00:11:45,PUMP-IS100-80-160-01,100.26,0.313,0.021,45.5,43.1,1.46,1.28,22.28,NORMAL,NONE
2026-09-14 00:11:50,PUMP-IS100-80-160-01,100.2,0.309,0.022,45.0,42.9,1.55,1.3,22.52,NORMAL,NONE
2026-09-14 00:11:55,PUMP-IS100-80-160-01,99.81,0.315,0.018,45.0,42.8,1.48,1.4,22.07,NORMAL,NONE
2026-09-14 00:12:00,PUMP-IS100-80-160-01,99.8,0.312,0.021,44.9,43.0,1.5,1.41,21.83,NORMAL,NONE
2026-09-14 00:12:05,PUMP-IS100-80-160-01,99.94,0.311,0.02,45.3,42.7,1.43,1.36,22.67,NORMAL,NONE
2026-09-14 00:12:10,PUMP-IS100-80-160-01,99.63,0.312,0.018,45.0,43.0,1.38,1.41,22.68,NORMAL,NONE
2026-09-14 00:12:15,PUMP-IS100-80-160-01,99.54,0.313,0.021,44.3,42.8,1.47,1.26,22.35,NORMAL,NONE
2026-09-14 00:12:20,PUMP-IS100-80-160-01,100.29,0.313,0.017,45.4,43.2,1.49,1.49,22.44,NORMAL,NONE
2026-09-14 00:12:25,PUMP-IS100-80-160-01,100.49,0.309,0.021,45.9,43.3,1.43,1.26,22.36,NORMAL,NONE
2026-09-14 00:12:30,PUMP-IS100-80-160-01,100.21,0.308,0.02,44.8,42.7,1.47,1.32,22.32,NORMAL,NONE
2026-09-14 00:12:35,PUMP-IS100-80-160-01,99.74,0.31,0.021,44.3,43.1,1.49,1.41,22.63,NORMAL,NONE
2026-09-14 00:12:40,PUMP-IS100-80-160-01,100.62,0.31,0.019,44.7,42.3,1.48,1.4,22.48,NORMAL,NONE
2026-09-14 00:12:45,PUMP-IS100-80-160-01,100.58,0.312,0.019,45.2,43.1,1.51,1.31,22.06,NORMAL,NONE
2026-09-14 00:12:50,PUMP-IS100-80-160-01,99.55,0.31,0.021,45.3,43.4,1.4,1.33,22.29,NORMAL,NONE
2026-09-14 00:12:55,PUMP-IS100-80-160-01,100.19,0.312,0.021,44.7,42.6,1.43,1.29,22.97,NORMAL,NONE
2026-09-14 00:13:00,PUMP-IS100-80-160-01,100.23,0.31,0.022,44.9,43.0,1.51,1.38,22.35,NORMAL,NONE
2026-09-14 00:13:05,PUMP-IS100-80-160-01,100.22,0.309,0.017,45.2,43.0,1.39,1.36,22.63,NORMAL,NONE
2026-09-14 00:13:10,PUMP-IS100-80-160-01,99.49,0.314,0.022,45.2,42.5,1.46,1.41,22.3,NORMAL,NONE
2026-09-14 00:13:15,PUMP-IS100-80-160-01,99.61,0.31,0.018,44.8,43.2,1.51,1.27,22.66,NORMAL,NONE
2026-09-14 00:13:20,PUMP-IS100-80-160-01,100.35,0.313,0.022,44.5,42.6,1.51,1.41,21.99,NORMAL,NONE
2026-09-14 00:13:25,PUMP-IS100-80-160-01,99.57,0.314,0.02,45.3,43.0,1.49,1.28,22.28,NORMAL,NONE
2026-09-14 00:13:30,PUMP-IS100-80-160-01,99.67,0.313,0.021,45.1,42.8,1.45,1.34,22.51,NORMAL,NONE
2026-09-14 00:13:35,PUMP-IS100-80-160-01,100.18,0.312,0.02,44.5,42.6,1.43,1.26,22.81,NORMAL,NONE
2026-09-14 00:13:40,PUMP-IS100-80-160-01,100.13,0.316,0.022,45.1,43.3,1.53,1.32,22.59,NORMAL,NONE
2026-09-14 00:13:45,PUMP-IS100-80-160-01,99.97,0.312,0.02,45.1,43.4,1.56,1.33,22.22,NORMAL,NONE
2026-09-14 00:13:50,PUMP-IS100-80-160-01,99.79,0.314,0.02,44.5,43.2,1.43,1.32,22.43,NORMAL,NONE
2026-09-14 00:13:55,PUMP-IS100-80-160-01,99.59,0.311,0.021,45.8,43.7,1.35,1.35,22.76,NORMAL,NONE
2026-09-14 00:14:00,PUMP-IS100-80-160-01,100.48,0.311,0.019,45.6,43.5,1.41,1.38,22.58,NORMAL,NONE
2026-09-14 00:14:05,PUMP-IS100-80-160-01,99.97,0.314,0.021,44.6,42.4,1.51,1.32,22.69,NORMAL,NONE
2026-09-14 00:14:10,PUMP-IS100-80-160-01,100.14,0.317,0.019,45.2,43.3,1.44,1.36,22.39,NORMAL,NONE
2026-09-14 00:14:15,PUMP-IS100-80-160-01,99.85,0.312,0.021,45.4,42.5,1.51,1.38,22.78,NORMAL,NONE
2026-09-14 00:14:20,PUMP-IS100-80-160-01,99.55,0.31,0.02,44.7,42.9,1.44,1.45,22.77,NORMAL,NONE
2026-09-14 00:14:25,PUMP-IS100-80-160-01,100.18,0.309,0.024,44.2,42.8,1.49,1.49,22.69,NORMAL,NONE
2026-09-14 00:14:30,PUMP-IS100-80-160-01,99.8,0.31,0.023,44.8,43.8,1.49,1.36,22.7,NORMAL,NONE
2026-09-14 00:14:35,PUMP-IS100-80-160-01,100.59,0.313,0.016,45.4,42.1,1.46,1.29,22.31,NORMAL,NONE
2026-09-14 00:14:40,PUMP-IS100-80-160-01,99.65,0.311,0.02,44.8,43.2,1.42,1.18,22.04,NORMAL,NONE
2026-09-14 00:14:45,PUMP-IS100-80-160-01,99.58,0.311,0.018,44.8,43.2,1.45,1.42,22.4,NORMAL,NONE
2026-09-14 00:14:50,PUMP-IS100-80-160-01,99.42,0.312,0.02,45.4,42.8,1.52,1.27,22.38,NORMAL,NONE
2026-09-14 00:14:55,PUMP-IS100-80-160-01,100.06,0.317,0.022,44.4,43.3,1.55,1.32,22.61,NORMAL,NONE
2026-09-14 00:15:00,PUMP-IS100-80-160-01,101.14,0.316,0.019,44.8,43.6,1.52,1.28,22.7,NORMAL,NONE
2026-09-14 00:15:05,PUMP-IS100-80-160-01,100.82,0.317,0.018,44.7,43.7,1.39,1.35,22.47,NORMAL,NONE
2026-09-14 00:15:10,PUMP-IS100-80-160-01,99.67,0.311,0.018,44.9,42.8,1.41,1.26,23.02,NORMAL,NONE
2026-09-14 00:15:15,PUMP-IS100-80-160-01,100.28,0.313,0.022,44.6,43.0,1.54,1.44,22.44,NORMAL,NONE
2026-09-14 00:15:20,PUMP-IS100-80-160-01,100.44,0.312,0.021,45.1,42.0,1.55,1.39,22.29,NORMAL,NONE
2026-09-14 00:15:25,PUMP-IS100-80-160-01,99.88,0.312,0.022,45.5,43.5,1.5,1.28,22.73,NORMAL,NONE
2026-09-14 00:15:30,PUMP-IS100-80-160-01,100.24,0.312,0.02,45.4,43.3,1.45,1.24,21.99,NORMAL,NONE
2026-09-14 00:15:35,PUMP-IS100-80-160-01,99.26,0.312,0.021,45.3,43.6,1.48,1.26,22.93,NORMAL,NONE
2026-09-14 00:15:40,PUMP-IS100-80-160-01,101.09,0.314,0.021,45.7,42.8,1.51,1.37,22.46,NORMAL,NONE
2026-09-14 00:15:45,PUMP-IS100-80-160-01,98.72,0.31,0.021,45.4,42.9,1.49,1.33,22.44,NORMAL,NONE
2026-09-14 00:15:50,PUMP-IS100-80-160-01,99.66,0.312,0.021,45.3,43.2,1.42,1.32,22.49,NORMAL,NONE
2026-09-14 00:15:55,PUMP-IS100-80-160-01,99.66,0.311,0.021,44.8,42.9,1.39,1.38,22.57,NORMAL,NONE
2026-09-14 00:16:00,PUMP-IS100-80-160-01,100.21,0.311,0.022,45.1,43.1,1.5,1.48,21.91,NORMAL,NONE
2026-09-14 00:16:05,PUMP-IS100-80-160-01,100.12,0.311,0.018,44.4,43.9,1.45,1.44,22.75,NORMAL,NONE
2026-09-14 00:16:10,PUMP-IS100-80-160-01,99.53,0.313,0.021,45.2,43.3,1.37,1.42,22.7,NORMAL,NONE
2026-09-14 00:16:15,PUMP-IS100-80-160-01,99.93,0.315,0.022,45.0,43.5,1.46,1.41,22.78,NORMAL,NONE
2026-09-14 00:16:20,PUMP-IS100-80-160-01,99.12,0.316,0.022,45.3,42.8,1.51,1.22,22.46,NORMAL,NONE
2026-09-14 00:16:25,PUMP-IS100-80-160-01,99.92,0.314,0.018,45.0,43.0,1.43,1.3,22.56,NORMAL,NONE
